ID,Content,Class,Platform
1160645189242957824,"India's Kashmir move 'inspired by Nazi ideology', says Pakistan's Prime Minister Imran Khan https://t.co/Z5bmdlj23j ",politics,twitter
1160053157688467457,Remember the Cat Man of Aleppo? He's still taking care of his furry friends🐱 ,others,twitter
1123489767809794048,'Breaking barriers': Sports Illustrated to feature the first Muslim model to wear a hijab and burkini https://t.co/xj2lxP7QW5 ,human-rights-press-freedom,twitter
1170502026771517440,India's Forbidden Love: The survivor of a brutal honour killing testifies against her parents in the murder trial of her lower-caste husband https://t.co/BSxAkt9fii [Via @AJWitness] ,crime_and_security,twitter
1170169819896975360,"Meet Ethiopia's first female chief justice as she takes on the challenges of transforming the country's judicial system.

▶️ Watch the full doc: https://t.co/Cw07eT6pUP ",politics,twitter
1169593507125846018,"'I want to break the tradition that women can't drive'

For women, by women: Meet the drivers of Kabul's ""Pink Shuttle"" service — in pictures https://t.co/zAzcMU8XFK ",business-and-economy,twitter
1173854328433643521,A new study finds that 1 in 16 women in the US say their first sexual experience was forced or coerced https://t.co/mFoiwK96ow ,crime_and_security,twitter
1126607941296115712,Top House Democrat agrees US faces 'constitutional crisis' ,politics,twitter
1169213058872414208,Indian journalist Kumar Jaiswal fears for his life after police filed four criminal cases against him for filing a video report exposing corruption in a school meal scheme https://t.co/W9AHmL2PVN ,crime_and_security,twitter
1126494534433628160,More than two million people in Angola are struggling to find food and clean water after months of severe drought. ,environment,twitter
1125886905680310278,South Africa elections: What are the main issues? ,politics,twitter
1169024126968901634,Pentagon OKs military construction funds to build Trump's wall ,politics,twitter
1117331875490615297,What the 'pursuit of Assange' means for press freedom to report on government wrongdoing https://t.co/g25lxM6xfH ,human-rights-press-freedom,twitter
1117215892394242048,"In Uganda, these bicycle ambulances are saving lives. ",health,twitter
1109036417911607296,2- People in Kabul are digging deeper wells as the city faces a water crisis #WorldWaterDay ,others,twitter
1124437393107554305,'Hell no': Caster Semenya will not take testosterone medication ,health,twitter
1116468648103829507,World Bank preparing to become 'deeply involved' in Venezuela ,business-and-economy,twitter
1123938962261860352,India ramps up pressure against Pakistan after UN blacklisting https://t.co/Ajy1OQNj0w ,war-conflict,twitter
1104155191186722817,US women's football team players sue over gender discrimination ,sports,twitter
1098836049021812736,"Tomorrow, over 84 million people are set to vote for the next president in Nigeria's 2019 elections.

Here's everything you need to know: https://t.co/lAmSnRDf18 | #NigeriaSpeaks #NigeriaDecides ",politics,twitter
1123838279487373312,"""They stripped me of my clothes, slapped my buttocks and then they abused me ... more than 20 Chinese guys.""

Exposed: China's surveillance of Muslim Uighurs https://t.co/PPFl2DzV4T ",human-rights-press-freedom,twitter
1104041584054685697,"Thousands in Algeria continue to take to the streets in protest against President Bouteflika’s decision to run for a fifth term. 

Here's a look at the events that brought Algeria to this point. ",politics,twitter
1108061834454667264,CNN's reporting on 'child slaves' feeds into the stereotypes of supposed primitiveness and backwardness of African communities.  — #AJOpinion,human-rights-press-freedom,twitter
1108009493647032322,Kazakhstan's President Nursultan Nazarbayev has resigned from his position after 29 years in power https://t.co/JAt10hcqz8 ,politics,twitter
1101041946955534336,"THREAD

Here's how India-Pakistan tensions unfolded. Follow our live thread for all the latest updates 👇 ",war-conflict,twitter
1100900888946696193,"Sudais Asif survived a gas explosion in Pakistan.

Five years later, he's now adopted by his aunt and uncle, and officially granted Scottish citizenship. ",others,twitter
1098543669332901890,"Shamima Begum is British, has no claim to Bangladesh, says minister https://t.co/sGyNeGrZ8c ",human-rights-press-freedom,twitter
1107738168089079811,Turkey announces joint raids with Iran against Kurdish rebels https://t.co/xf21cS60Up ,war-conflict,twitter
1098467219267297280,"Hoda Muthana, who says she made a mistake joining ISIL and now wants to return with her 18-month-old son, is ""not a US citizen and will not be admitted,"" says Pompeo https://t.co/WkkfOS7lvg ",crime_and_security,twitter
1121145812673806336,"UN rights chief condemns Saudi Arabia's ""shocking"" and ""abhorrent"" mass executions of 37 men https://t.co/DXcQvSMM1j ",human-rights-press-freedom,twitter
1113550515483361280,Trump mulls shutting down US-Mexico border over migrant crisis https://t.co/XjIQhJ5iXM ,politics,twitter
1103380339039395840,"'People are looking for ways to take her down.'

Ilhan Omar -  a black, Muslim, American immigrant - has been under fire over what has been labelled as ""anti-Semitic"" rhetoric. ",human-rights-press-freedom,twitter
1103324359492554754,Some of Brazil’s indigenous tribes say they’ve seen an increase in land invasions since the election of far-right President Jair Bolsonaro. ,politics,twitter
1100395127690940417,⚡Stories you shouldn't miss today - Tuesday ,human-rights-press-freedom,twitter
1112345241581957121,As the 30th Arab League summit gets under way we look at its history and the reasons behind its political divisions. ,politics,twitter
1120646439640678400,"@MarioArul ISIL claims responsibility for Sri Lanka Easter Sunday bombings via its Amaq news portal, without giving evidence of involvement. ",crime_and_security,twitter
1100128872564174849,BREAKING: Iran's Foreign Minister Javad Zarif resigns https://t.co/Km8o1gbt7r ,politics,twitter
1100119518171537409,Nigeria's main opposition rejects provisional presidential election results https://t.co/KkpV9oTgah ,politics,twitter
1107016184413601792,Meet the Iraqi family fighting to preserve their ancient heritage of pottery production against modern plastics. ,environment,twitter
1103071544828399618,Islamic council rejects Israeli court closure at Al-Aqsa compound ,crime_and_security,twitter
1119706080030986240,Iraq summit brings together rivals Saudi Arabia and Iran https://t.co/u7fPg4tVEe ,politics,twitter
1099919733233725440,Egyptian American Rami Malek wins best actor #Oscar for Bohemian Rhapsody https://t.co/WJ349vCmTQ #Oscar2019 ,art-and-entertainment,twitter
1103014874630758401,Are Ugandans being forced off social media? @AJStream looks at why many people in the country are saying #ThisTaxMustGo in response to a government-imposed tax on social media. Join the conversation live now on YouTube https://t.co/LCv8HSaK7Q ,politics,twitter
1103011073127518208,"Venezuela marks six years since Hugo Chavez's death amid a growing political crisis.

What is left of his legacy? https://t.co/XEptEaYksZ [via @AJInsideStory] ",politics,twitter
1119273219012345856,Indian man chops off his finger after getting confused and voting 'accidentally' for the BJP https://t.co/jn8fQ3bHV9 #IndiaElections2019 ,politics,twitter
1111021459760140288,EU parliament approves ban on single-use plastics ,environment,twitter
1110910134937706502,Israeli forces have shot and killed 18-year-old Palestinian volunteer medic Sajed Muzher in Bethlehem https://t.co/g1YHilb7rb ,war-conflict,twitter
1105916032580009987,At least four killed and as many as 100 children still feared trapped in Lagos school building collapse https://t.co/T3L80ZQ8r2 ,others,twitter
1110655167068696576,This sculptor lost his sight but not his passion for creating beautiful ceramic works. ,art-and-entertainment,twitter
1110623179846889477,⚡ How To Sell A Massacre: NRA'S Playbook Revealed ,politics,twitter
1118273238994444289,'Chilling message': Israel court orders expulsion of HRW official ,politics,twitter
1099373686887497728,"BREAKING: Aid trucks try to breach Venezuela's border, tear gas is being used to disperse people in Simon bolivar's bridge https://t.co/VpVsus6iQX ",politics,twitter
1097456393341321217,"Filipino journalist and TIME Person of the Year @mariaressa is waging a war against disinformation online.

Join @AJWitness' exclusive live premiere on YouTube and Q&amp;A now with filmmaker @YaaraBouTV on the making of her film, 'Maria Ressa: War on Truth': https://t.co/ISuX0Ujj3Z ",human-rights-press-freedom,twitter
1102493922436222979,"What is behind Netanyahu's embrace of Israel's far right? https://t.co/5kdZOpiqgZ — #AJOpinion, by @TonyGreenstein ",politics,twitter
1105143937440890880,"'This is our time' 

Algerian diaspora in Paris expressing solidarity with anti-Bouteflika protesters back home — in pictures https://t.co/NAZje0CQ49 ",politics,twitter
1099277929505271808,"Raymond Okoli voted today in Abuja, Nigeria. Are you voting? If so, share your picture, location and name with us 👇🏿https://t.co/SNoCMnwjmv #NigeriaSpeaks #NigeriaDecides2019 ",politics,twitter
1102324273388158979,"""Bouteflika go away.""

Protests resume in Algeria as candidates prepare to submit bids https://t.co/E03BIfqVmZ ",politics,twitter
1102320412388704256,Egypt allows Mecca-bound Palestinians to exit besieged Gaza Strip ,war-conflict,twitter
1097186413089501184,"Hours before Nigerians were set to vote, the elections were postponed. 

Here's what they had to say #NigeriaSpeaks #NigeriaDecides2019 ",politics,twitter
1102188135813922816,"""Getting kids back to school is compulsory for their growth and for the overall development of the nation."" ",education,twitter
1104819209144418304,Are you a nomophobe? ,fashion-and-lifestyle,twitter
1104777969023807488,"⚡️ Stories you shouldn't miss today - Sunday
",art-and-entertainment,twitter
1095219704510074880,"Indonesian police 'apologise' after disturbing footage shows them threatening Papuan man with a snake to extract confession, laughing as the suspect screams in fear. ",crime_and_security,twitter
gylOuVTubOc,"Turkey failed coup: People stand up to military While the Turkish government has swiftly reasserted its authority, its people are still in shock that such a bold attack could be launched against its democratic government.  Al Jazeera's Bernard Smith spoke with locals in Istanbul.   - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: http://www.aljazeera.com/",politics,youtube
emMI-4JG-Tk, Will an abortion referendum divide Ireland? | The Stream Ireland goes to the polls on May 25th to vote in a referendum on one of the most historically volatile issues for its electorate: abortion. The country's abortion laws ...,politics,youtube
SjOtewYO4aE,US teen football players found guilty of rape Two high school football players in the US state of Ohio have been found guilty of rape.   The judge announced the verdict on Sunday following four days of testimony in Jefferson County juvenile court in eastern Ohio.,sports,youtube
wnW41BMaQVA," Khashoggi killing: Turkey's Erdogan to reveal 'naked truth' | Al Jazeera English In just a few hours, President Recep Tayyip Erdogan is expected to reveal exactly what Turkish investigators say happened to Jamal Khashoggi inside the Saudi ...",crime_and_security,youtube
cpgxoUe-nwY,"Will Trump be impeached? | Inside Story Details emerge of the White House's efforts to lock down records of a Presidential phone call.   Leveraging the office of the U.S. President, to interfere in the 2020 election. That's the accusation facing Donald Trump in a whistleblower complaint that's set him on course for an impeachment investigation. Donald Trump has been accused of trying to persuade the Ukranian leader to dig up dirt on his rival, Joe Biden. So, will the impeachment effort against Donald Trump intensify?  Or will it back fire on the President's opponents?   Presenter: Sami Zeidan  Guests Greg Swenson, Spokesman for Republicans Abroad UK Rina Shah,  Republican Strategist  Arshad Hasan,  Democratic Political Strategist.  - Subscribe to our channel  http://bit.ly/AJSubscribe - Follow us on Twitter https://twitter.com/AJEnglish - Find us on Facebook https://www.facebook.com/aljazeera - Check our website:  http://www.aljazeera.com/  #AlJazeeraEnglish #TrumpImpeachment #USPolitics",politics,youtube
PhoX1aVgmtE," Syria hiding, moving potential military targets after US threat | Al Jazeera English This comes after Western nations promised a response to a suspected chemical weapons attack that killed at least 85 and affected hundreds of others in the city of Douma. The Syrian government...",war-conflict,youtube
lrcVICz4_NM,"Analysis: Israel blocks visit by Ilhan Omar, Rashida Tlaib Tel Aviv's decision follows warning from Trump that allowing US congresswomen into Israel would show 'great weakness'. Israel has decided to block a visit by United States Democrat members of Congress Rashida Tlaib and Ilhan Omar, Israeli Deputy Foreign Minister Tzipi Hotovely has said. 'The decision has been made, the decision is not to allow them to enter,' Hotovely told Israel's Reshet Radio on Thursday, shortly after US President Donald Trump warned Tel Aviv against allowing the two Muslim members of his country's Congress to visit. 'It would show great weakness if Israel allowed Rep Omar and Rep Tlaib to visit,' Trump said in a tweet on Thursday. 'They hate Israel and all Jewish people, and there is nothing that can be said or done to change their minds,' he added.  Al Jazeera's Harry Fawcett joins us from West Jerusalem. Dan Arbell from center for Israel Studies joins us.  Subscribe to our channel  http://bit.ly/AJSubscribe Follow us on Twitter https://twitter.com/AJEnglish Find us on Facebook https://www.facebook.com/aljazeera Check our website:  http://www.aljazeera.com/  #Aljazeeraenglish #News",politics,youtube
0zkTUvGPhDs,"Glimpse inside Afghan army's elite forces Afghanistan's most elite soldiers are taking the lead in fighting the Taliban as US and NATO prepares to pull back troops next year.  Al Jazeera is the first media organisation to be given access to the country's most elite Special Forces - the Crisis Response Units - to observe their effectiveness in action.  While the US and Afghan President Hamid Karzai argue over the future of a bilateral security agreement, which would see some foreign groups remain to train the country's army, there has been speculation over the Afghan forces' ability to take on the Taliban by themselves.  Al Jazeera's Jane Ferguson, who reported exclusively on this story from Parwan province, Afghanistan, said that there is a very real attempt to inject constitutional law in terms of tactics. She said that on every raid the forces made sure to bring a prosecutor with them to present a search warrant at every house they raided.  'It is a civil face on what they are doing, or at least an attempt to do that,' Ferguson said, speaking from Kabul.  In our second report, which will air on Friday, Al Jazeera will explore the issue of training Afghan troops in technology and intelligence, and the challenges these elite fighters will face when NATO troops leave in 2014.",war-conflict,youtube
3mSGdKDGbnM,"The future of immigration in Australia Immigration news frequently makes headlines in Australia, which has high immigration rates but is also one of the world's least densely populated countries. As Australia's population grows, what's in store for the future of immigration?  Al Jazeera's Andrew Thomas reports.   Subscribe to our channel http://bit.ly/AJSubscribe Follow us on Twitter https://twitter.com/AJEnglish Find us on Facebook https://www.facebook.com/aljazeera Check our website http://www.aljazeera.com/",human-rights-press-freedom,youtube
1VFZ1uPPyn4, Rouhani says US unaware about consequences of Iran oil ban | Al Jazeera English Iran's Revolutionary Guards say they are ready to carry out President Hassan Rouhani's threat to disrupt oil exports from the Gulf. Rouhani said the measures ...,politics,youtube
1hxMxuIu8J0,"Israeli police accused of child torture Israeli police have launched an investigation into allegations that Palestinian children were tortured by officers in at least one police station.  The children are accusing the police of being subjected to violence while being held in jail, and also say they were wrongfully accused of having committed crimes.  Al Jazeera’s Sue Turton spoke to one of the alleged victims in the Occupied West Bank.",crime_and_security,youtube
k2PMw8Dhvw8,Grenfell Tower fire: Theresa May orders full public inquiry UK Prime Minister Theresa May has ordered a full public inquiry into the fire at Grenfell Tower in London.  Seventeen people have been confirmed dead and 17 others are in critical care after the blaze destroyed a 24-storey block of flats.  Residents say they raised concerns about the safety of the building but were ignored.  Al Jazeera's Laurence Lee reports from London.   - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: http://www.aljazeera.com/,crime_and_security,youtube
FtC77kOgSbo, Trump tells NRA: Gun owners' rights 'will never ever be under siege' | Al Jazeera English US President Donald Trump has affirmed his positon against gun law reforms at the US National Rifle Association's annual meeting. That is despite student ...,politics,youtube
15N9K3wXh0Y,"Al Jazeera Investigates: Stealing Paradise AJ’s Investigative Unit has uncovered corruption in the Maldives. Secretly filmed interviews describe how men on mopeds carried millions in cash to the Maldives’ political elite. President Abdulla Yameen and his former deputy, Ahmed Adeeb, are accused of receiving cash in bags filled with up to $1m, so much that it was “difficult to carry,” according to one of the men who delivered it.    In a statement following its release, the Government of the Maldives said: “There is no evidence in this report connecting President Yameen or current members of his Government to any wrongdoing.” It noted that these claims already form part of a wider investigation initiated by President Yameen in February 2016: “We have asked Al Jazeera to provide any evidence they have which is relevant to this investigation.”  Subscribe to our channel  http://bit.ly/AJSubscribe Follow us on Twitter https://twitter.com/AJEnglish Find us on Facebook https://www.facebook.com/aljazeera Check our website:  http://www.aljazeera.com/",politics,youtube
kab4q3bgwLc,"  Do the Houthis have a plan for peace in Yemen? | UpFront In this week’s UpFront, we ask Hisham Sharaf, the Houthi-backed foreign minister in Sanaa, about their quota of responsibility in the crisis and the civilian casualties in the ongoing war in Yemen.   And in a special interview, we ask Francis Fukuyama, whose latest book is titled Identity: the Demand for Dignity and the Politics of Resentment, if identity politics are really damaging democracy.   Follow UpFront on Twitter @AJUpFront and Facebook.  #Aljazeeraenglish #News",war-conflict,youtube
jxIemWM_LxM,"Will Rohingya ever get to go home? | Inside Story New questions are being raised about whether Rohingya refugees, living in Bangladesh, will be able to return to Myanmar. More than 700000 were forced to ...",human-rights-press-freedom,youtube
TnRM5Am_ddA,"Inside Syria - Syria: Battling on all fronts We look at the political and military challenges  facing those seeking a regime change.Hazem Sika speaks to guests: colonel Abdel-Hamid Zakaria, a spokesman for the Free Syrian Army; Haytham Sbahi, a Syrian political activist; and Louay Safi, a senior member of the Syrian National Coalition.",war-conflict,youtube
GGWas33n-rM,"The Slum - Episode 6: Breaking Out A dancer, a model and a fighter dream of overcoming their harsh realities to achieve wealth and success beyond the slum.  Watch the full series at: aljazeera.com/theslum",art-and-entertainment,youtube
DZeTET8s3LY,"US students drowning in tuition debt American students are going back to school in order to advance their careers in a bad economy, but more education mean more debt.  Many students owe tens of thousands of dollars in loans by the time they graduate. The total amount of US student debt is more than a trillion dollars.  The weak economy is exacerbating the problem because graduates cannot find jobs and therefore are not able to pay off their loans.  Al Jazeera's Kimberly Halkett reports from Washington, DC.",business-and-economy,youtube
NwQF2b1oi1Q,"North Korea conducts another ballistic-missile test North Korea has conducted its ninth missile test of the year. The test took place northeast of the capital Pyongyang and the missile fell apart soon after launch. Al Jazeera’s Wayne Hay reports from Seoul, South Korea.  - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: http://www.aljazeera.com/",war-conflict,youtube
4Mh_HowVyXw,"  UK seeks to tap Kenya markets as Brexit deadline approaches | Al Jazeera English With the economic effect from exiting from the European Union looming, the UK prime minister is trying to cultivate trade relationships that have been let fall by ...",politics,youtube
BO_lmKeSh54,Russia arrests dozens of Greenpeace activists The environmental group Greenpeace has accused Russia's coast guard of storming one of its ships in the Arctic. It happened after Greenpeace activists tried to climb onto a Russian offshore drilling platform on Wednesday. At least 30 people have been arrested. Al Jazeera's Paul Brennan reports from Moscow.,environment,youtube
euQ9FLtgp9s,"Inside Story - What's triggering hate crimes in the US? What's triggering hate crimes in the US?  The fatal stabbing of two men on a train – and serious injuries to another - has turned the spotlight on bigotry and intolerance in the United States.  All three were standing up to a known white supremacist who was heard racially abusing two young women, one of them a Muslim wearing a headscarf.  Their alleged attacker is facing trial for aggravated murder and other charges.  Was the attack an isolated incident or evidence of a growing trend?  - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: http://www.aljazeera.com/",crime_and_security,youtube
FELiweMi4tA,"Rwanda: Africa's success story or authoritarian state? - UpFront (Headliner) Rwanda has been called Africa's post-conflict success story. More than two decades after a genocide that resulted in the deaths of at least 800,000 people, the country is seen as an example of economic growth and development.  But in recent years, Rwanda has also come under fire from human rights groups and other governments for alleged extrajudicial killings and crackdowns on the press. And with President Paul Kagame's decision last year to back a constitutional amendment that would allow him to run for a third term, some say the country has turned into an authoritarian state.  In this week's Headliner, Mehdi Hasan challenges Rwandan Foreign Minister Louise Mushikiwabo, who denies allegations of human rights abuses.  More from UpFront on:  YouTube - http://aje.io/upfrontYT Facebook - http://facebook.com/ajUpFront Twitter - http://twitter.com/ajUpFront Website - http://aljazeera.com/upfront",politics,youtube
LhbSqc4m3vQ,"Panama cuts diplomatic ties with Taiwan in favour of China Panama cuts diplomatic ties with Taiwan in favour of China  Panama has cut its long-standing diplomatic ties with Taiwan, establishing relations with China instead. Chinese ships are the second biggest customer in the Panama canal.  But Taiwan’s foreign minister is now accusing China of engaging in what he calls a diplomatic money game.   Taiwan considers itself an independent nation but Beijing regards it as part its territory.   Al Jazeera's Adrian Brown reports from Beijing.   - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: http://www.aljazeera.com/",politics,youtube
eF4R7HMqZ0o,China-N Korea ties suffer after UN sanctions The relationship between China and North Korea was once described as an alliance forged in blood.   But there have been leadership changes in both countries and that alliance no longer looks as strong.   Al Jazeera's Marga Ortigas reports on how Sino-Korean relations have changed.,politics,youtube
QwPLI2L27ZU,"Is the far-right headed for victory in the Netherlands? - Inside Story The Netherlands has long been known as a country of socially liberal values.   But the recent refugee crisis and anti-immigrant sentiments have led to the popularity of far-right groups.   On Wednesday, Dutch voters will decide between two starkly different candidates and parties.   The vote is one of several taking place across Europe this year - including in France, Germany and perhaps Italy.   And it will be the first test for how well far-right candidates will do.    Latest opinion polls suggest the Dutch people's party for freedom and democracy led by Prime Minister Mark Rutte, and the far-right Party for Freedom led by Geert Wilders are in a tight race.   Both advocate very different agendas.   The people's party is progressive on social issues and fiscal austerity.   While the far-right - whose leader has called Moroccan immigrants 'Scum' - wants to close mosques and pull the Netherlands out of the European Union.  So what will a possible far-right win mean for the Netherlands and Europe?  Presenter: Hazem Sika  Jan Kleinnijenhuis - Professor at the Free University of Amsterdam.   Saida Derrazi - Member of the Collective Against Islamophobia in the Netherlands.  Matthijs Rooduijn - Political Sociologist at Utrecht University.   - Subscribe to our channel: http://aje.io/AJSubscribe - Follow us on Twitter: https://twitter.com/AJEnglish - Find us on Facebook: https://www.facebook.com/aljazeera - Check our website: http://www.aljazeera.com/",politics,youtube
XubpOWD1o9A,"Fault Lines - Politics, Religion and the Tea Party As the race for the Republican presidential nomination for the 2012 elections heats up, Fault Lines follows the Iowa campaign trail to investigate the underlying forces shaping candidates.What role does religion play in the US presidential elections?",politics,youtube
5L7u1rQRBpI,"Trump returns home after Asia tour US President Donald Trump has concluded his 12-day trip to Asia, visiting Japan, South Korea, China, Vietnam and the Philippines. Trump's longest foreign tour yet was aimed at getting support...",politics,youtube
